細學類,細學類名稱,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
04121,財務金融細學類,金融管理系,N 修,B 學士,290,150,140,37,43,31,34,37,32,32,25,-,-,-,-,-,-,13,6
04121,財務金融細學類,金融管理系,N 修,C 學士,31,7,24,-,-,-,-,5,11,2,13,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融管理系_金融管理產業碩士專班,D 日,M 碩士,4,3,1,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融管理系碩士在職專班,N 職,M 碩士,42,18,24,7,9,4,8,3,4,4,3,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融管理系碩士班,D 日,M 碩士,31,10,21,6,10,2,9,1,2,1,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融管理學系,D 日,M 碩士,32,19,13,10,7,6,6,3,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融管理學系,D 日,B 學士,423,192,231,44,60,45,59,46,63,46,47,-,-,-,-,-,-,11,2
04121,財務金融細學類,金融與合作經營學系,D 日,M 碩士,32,14,18,7,9,7,9,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融與合作經營學系,D 日,B 學士,266,137,129,35,25,33,27,33,44,34,28,-,-,-,-,-,-,2,5
04121,財務金融細學類,金融與合作經營學系,P 進,B 學士,187,71,116,23,30,16,32,15,22,13,27,-,-,-,-,-,-,4,5
04121,財務金融細學類,金融與國際企業學系,D 日,B 學士,480,225,255,60,51,48,60,55,65,50,76,-,-,-,-,-,-,12,3
04121,財務金融細學類,金融與國際企業學系金融碩士在職專班,N 職,M 碩士,72,24,48,10,26,12,21,2,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融與國際企業學系金融碩士班,D 日,M 碩士,47,27,20,17,8,7,11,3,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融學系,D 日,D 博士,26,20,6,1,1,3,3,8,-,1,-,3,1,2,1,2,-,-,-
04121,財務金融細學類,金融學系,D 日,M 碩士,78,52,26,21,9,22,14,6,3,3,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,金融學系,D 日,B 學士,266,138,128,29,26,36,24,29,38,38,31,-,-,-,-,-,-,6,9
04121,財務金融細學類,科技管理學院財務金融碩士在職專班,N 職,M 碩士,59,23,36,7,18,14,16,2,1,-,1,-,-,-,-,-,-,-,-
04121,財務金融細學類,計量財務金融學系,D 日,D 博士,6,4,2,2,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,計量財務金融學系,D 日,M 碩士,44,26,18,11,12,12,6,2,-,1,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,計量財務金融學系,D 日,B 學士,258,114,144,26,28,24,35,26,33,29,42,-,-,-,-,-,-,9,6
04121,財務金融細學類,財務工程與精算數學系,D 日,M 碩士,46,21,25,8,11,10,9,-,2,3,3,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務工程與精算數學系,D 日,B 學士,714,373,341,97,73,70,98,90,88,88,76,-,-,-,-,-,-,28,6
04121,財務金融細學類,財務工程與精算數學系,N 職,M 碩士,13,7,6,2,2,3,3,-,-,2,-,-,1,-,-,-,-,-,-
04121,財務金融細學類,財務工程與精算學士學位學程,D 日,B 學士,216,104,112,24,24,23,32,23,33,31,23,-,-,-,-,-,-,3,-
04121,財務金融細學類,財務金融技術學系,D 日,D 博士,80,54,26,8,7,10,3,8,5,9,6,12,3,6,1,1,1,-,-
04121,財務金融細學類,財務金融技術學系,D 日,M 碩士,57,19,38,6,19,8,12,3,2,2,5,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融技術學系,D 日,B 學士,153,46,107,11,27,11,28,11,26,13,25,-,-,-,-,-,-,-,1
04121,財務金融細學類,財務金融系,D 日,B 學士,"6,401","2,416","3,985",564,923,602,945,595,"1,018",522,997,-,-,-,-,-,-,133,102
04121,財務金融細學類,財務金融系,D 日,C 學士,187,39,148,-,-,-,-,18,72,19,76,-,-,-,-,-,-,2,-
04121,財務金融細學類,財務金融系,N 修,B 學士,"1,801",830,971,257,228,176,240,171,242,165,209,-,-,-,-,-,-,61,52
04121,財務金融細學類,財務金融系,N 修,C 學士,210,67,143,-,-,-,-,29,73,35,63,-,-,-,-,-,-,3,7
04121,財務金融細學類,財務金融系_多元培力專班,N 修,B 學士,3,2,1,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融系理財與稅務管理碩士班,D 日,M 碩士,29,16,13,10,8,2,5,2,-,2,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融系博士班,D 日,D 博士,23,12,11,3,1,1,4,2,2,3,1,1,1,1,1,1,1,-,-
04121,財務金融細學類,財務金融系碩士在職專班,N 職,M 碩士,131,59,72,30,35,20,31,4,2,3,4,1,-,1,-,-,-,-,-
04121,財務金融細學類,財務金融系碩士班,D 日,M 碩士,234,108,126,53,71,40,43,7,7,8,5,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融研究所,D 日,D 博士,17,13,4,4,-,2,1,2,2,2,1,-,-,1,-,2,-,-,-
04121,財務金融細學類,財務金融研究所,D 日,M 碩士,110,47,63,29,29,16,30,2,3,-,1,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融研究所,N 職,M 碩士,193,82,111,22,43,30,45,19,12,7,9,4,2,-,-,-,-,-,-
04121,財務金融細學類,財務金融研究所產業碩士專班,D 日,M 碩士,20,9,11,9,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融科,D 日,5 五專,503,121,382,27,72,22,80,22,84,27,60,21,83,-,-,-,-,2,3
04121,財務金融細學類,財務金融科,N 修,2 二專,53,20,33,10,17,8,15,-,-,-,-,-,-,-,-,-,-,2,1
04121,財務金融細學類,財務金融英語碩士學位學程,D 日,M 碩士,27,11,16,4,10,6,4,1,2,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融國際學士學位學程,D 日,B 學士,74,20,54,9,9,2,16,6,11,1,14,-,-,-,-,-,-,2,4
04121,財務金融細學類,財務金融管理學系,D 日,M 碩士,10,6,4,4,2,2,1,-,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融管理學系,D 日,B 學士,429,203,226,51,49,51,70,52,49,43,55,-,-,-,-,-,-,6,3
04121,財務金融細學類,財務金融管理學系,P 進,B 學士,26,15,11,-,-,2,1,5,3,5,4,-,-,-,-,-,-,3,3
04121,財務金融細學類,財務金融學系,D 日,D 博士,96,64,32,12,9,11,9,11,2,8,5,6,3,10,2,6,2,-,-
04121,財務金融細學類,財務金融學系,D 日,M 碩士,740,369,371,193,220,137,132,24,14,13,5,2,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融學系,D 日,B 學士,"9,315","4,316","4,999","1,012","1,148",988,"1,228","1,028","1,243","1,033","1,243",-,-,-,-,-,-,255,137
04121,財務金融細學類,財務金融學系,N 職,M 碩士,300,136,164,68,84,43,61,11,10,6,2,7,5,1,2,-,-,-,-
04121,財務金融細學類,財務金融學系,P 進,B 學士,769,368,401,51,81,79,88,89,99,97,99,-,-,-,-,-,-,52,34
04121,財務金融細學類,財務金融學系全球財務管理全英語學士班,D 日,B 學士,60,25,35,25,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融學系財務管理碩士在職專班,N 職,M 碩士,19,10,9,7,4,3,4,-,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融學系財務管理碩士班,D 日,M 碩士,12,8,4,7,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務金融學院博士班,D 日,D 博士,55,38,17,-,1,11,2,4,8,9,1,3,1,3,2,8,2,-,-
04121,財務金融細學類,財務管理系,D 日,B 學士,244,66,178,13,54,21,39,12,46,19,36,-,-,-,-,-,-,1,3
04121,財務金融細學類,財務管理系,D 日,C 學士,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務管理系碩士在職專班,N 職,M 碩士,46,24,22,7,7,8,13,5,-,1,-,1,1,2,1,-,-,-,-
04121,財務金融細學類,財務管理系碩士班,D 日,M 碩士,35,21,14,9,6,10,5,1,2,1,1,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務管理學系,D 日,D 博士,28,16,12,3,4,3,1,3,3,3,2,2,2,2,-,-,-,-,-
04121,財務金融細學類,財務管理學系,D 日,M 碩士,165,104,61,43,35,49,21,10,4,2,1,-,-,-,-,-,-,-,-
04121,財務金融細學類,財務管理學系,D 日,B 學士,632,263,369,61,91,65,89,61,93,54,86,-,-,-,-,-,-,22,10
04121,財務金融細學類,財務管理學系,N 職,M 碩士,66,35,31,16,12,9,15,4,2,6,2,-,-,-,-,-,-,-,-
04121,財務金融細學類,商管學院全球財務管理全英語學士學位學程,D 日,B 學士,207,95,112,2,-,24,35,35,42,26,30,-,-,-,-,-,-,8,5
04121,財務金融細學類,商管學院產業金融暨經營管理博士學位學程,D 日,D 博士,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
04121,財務金融細學類,商學院國際財務金融現役軍人營區碩士在職專班,N 職,M 碩士,46,32,14,12,8,16,4,4,2,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,商學院國際財務金融碩士在職專班,N 職,M 碩士,57,22,35,13,15,9,19,-,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,國際金融學士學位學程,D 日,B 學士,21,7,14,-,-,-,-,3,5,2,9,-,-,-,-,-,-,2,-
04121,財務金融細學類,國際財務金融管理碩士學位學程,D 日,M 碩士,3,-,3,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,國際財務金融管理學士學位學程,D 日,B 學士,21,14,7,-,-,-,-,5,3,9,4,-,-,-,-,-,-,-,-
04121,財務金融細學類,國際財務金融學系,D 日,B 學士,101,52,49,16,12,10,10,17,16,7,11,-,-,-,-,-,-,2,-
04121,財務金融細學類,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,D 日,M 碩士,15,6,9,2,3,3,4,1,2,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,創新金融科技產業碩士專班,D 日,M 碩士,16,10,6,9,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,經濟與金融學系,D 日,M 碩士,10,4,6,3,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,經濟與金融學系,D 日,B 學士,472,219,253,58,61,43,70,57,49,40,64,-,-,-,-,-,-,21,9
04121,財務金融細學類,資訊財務碩士學位學程,D 日,M 碩士,6,4,2,-,-,3,1,1,1,-,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,資訊管理與財務金融學系,D 日,B 學士,173,87,86,23,15,22,16,19,24,21,30,-,-,-,-,-,-,2,1
04121,財務金融細學類,資訊管理與財務金融學系財務金融博士班,D 日,D 博士,29,22,7,6,-,4,1,1,2,3,1,2,1,1,2,5,-,-,-
04121,財務金融細學類,資訊管理與財務金融學系財務金融碩士班,D 日,M 碩士,108,73,35,36,16,30,15,5,4,2,-,-,-,-,-,-,-,-,-
04121,財務金融細學類,管理學院財務金融暨會計碩士班,D 日,M 碩士,71,34,37,13,24,14,9,2,2,5,2,-,-,-,-,-,-,-,-
04121,財務金融細學類,應用財務金融系,D 日,B 學士,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
04122,財政細學類,財政稅務系,D 日,B 學士,"1,331",362,969,69,205,78,223,88,228,92,259,-,-,-,-,-,-,35,54
04122,財政細學類,財政稅務系,D 日,C 學士,66,12,54,-,-,-,-,3,28,8,25,-,-,-,-,-,-,1,1
04122,財政細學類,財政稅務系,N 修,B 學士,133,44,89,9,22,15,18,8,22,9,23,-,-,-,-,-,-,3,4
04122,財政細學類,財政稅務系,N 修,C 學士,142,34,108,-,-,-,-,17,55,17,45,-,-,-,-,-,-,-,8
04122,財政細學類,財政稅務系租稅管理與理財規劃碩士班,D 日,M 碩士,17,5,12,2,6,1,3,1,2,1,1,-,-,-,-,-,-,-,-
04122,財政細學類,財政稅務系碩士在職專班,N 職,M 碩士,73,23,50,9,30,12,20,-,-,1,-,1,-,-,-,-,-,-,-
04122,財政細學類,財政稅務系碩士班,D 日,M 碩士,37,11,26,6,12,2,12,1,2,2,-,-,-,-,-,-,-,-,-
04122,財政細學類,財政稅務科,D 日,5 五專,238,56,182,11,36,11,36,12,35,10,39,11,33,-,-,-,-,1,3
04122,財政細學類,財政學系,D 日,D 博士,7,6,1,2,-,-,-,-,1,2,-,1,-,1,-,-,-,-,-
04122,財政細學類,財政學系,D 日,M 碩士,99,37,62,14,33,19,25,3,1,1,3,-,-,-,-,-,-,-,-
04122,財政細學類,財政學系,D 日,B 學士,672,278,394,67,83,62,97,67,99,69,103,-,-,-,-,-,-,13,12
04122,財政細學類,財政學系,P 進,B 學士,207,67,140,21,31,13,33,20,30,7,35,-,-,-,-,-,-,6,11
04122,財政細學類,財稅學系,D 日,M 碩士,24,10,14,6,11,4,3,-,-,-,-,-,-,-,-,-,-,-,-
04122,財政細學類,財稅學系,D 日,B 學士,479,132,347,25,84,36,78,31,92,32,87,-,-,-,-,-,-,8,6
04123,保險及風險管理細學類,保險金融系_外國學生專班,D 日,B 學士,39,16,23,12,18,-,-,-,-,4,5,-,-,-,-,-,-,-,-
04123,保險及風險管理細學類,保險金融管理系,D 日,B 學士,986,336,650,66,164,79,162,81,159,83,141,-,-,-,-,-,-,27,24
04123,保險及風險管理細學類,保險金融管理系,D 日,C 學士,86,24,62,-,-,-,-,13,26,11,33,-,-,-,-,-,-,-,3
04123,保險及風險管理細學類,保險金融管理系,N 修,C 學士,112,47,65,-,-,-,-,20,36,21,29,-,-,-,-,-,-,6,-
04123,保險及風險管理細學類,保險金融管理系碩士在職專班,N 職,M 碩士,42,23,19,8,7,5,7,6,4,2,-,-,-,1,1,1,-,-,-
04123,保險及風險管理細學類,保險金融管理系碩士班,D 日,M 碩士,37,10,27,8,19,2,6,-,-,-,1,-,1,-,-,-,-,-,-
04123,保險及風險管理細學類,保險金融管理科,D 日,5 五專,416,120,296,20,61,22,70,30,52,26,49,17,57,-,-,-,-,5,7
04123,保險及風險管理細學類,風險管理與保險系,D 日,B 學士,232,88,144,24,37,17,39,28,32,17,36,-,-,-,-,-,-,2,-
04123,保險及風險管理細學類,風險管理與保險系碩士在職專班,N 職,M 碩士,32,19,13,10,10,7,3,1,-,-,-,1,-,-,-,-,-,-,-
04123,保險及風險管理細學類,風險管理與保險系碩士班,D 日,M 碩士,22,9,13,5,8,4,5,-,-,-,-,-,-,-,-,-,-,-,-
04123,保險及風險管理細學類,風險管理與保險學系,D 日,D 博士,16,12,4,1,1,1,-,3,-,1,-,2,1,3,-,1,2,-,-
04123,保險及風險管理細學類,風險管理與保險學系,D 日,M 碩士,128,52,76,23,34,20,33,5,6,4,3,-,-,-,-,-,-,-,-
04123,保險及風險管理細學類,風險管理與保險學系,D 日,B 學士,"2,026",943,"1,083",214,275,233,245,217,269,209,263,-,-,-,-,-,-,70,31
04123,保險及風險管理細學類,風險管理與保險學系,N 職,M 碩士,18,9,9,3,4,3,4,2,1,-,-,-,-,1,-,-,-,-,-
04123,保險及風險管理細學類,風險管理與保險學系,P 進,B 學士,6,3,3,-,-,-,-,-,-,2,2,-,-,-,-,-,-,1,1
04123,保險及風險管理細學類,風險管理與保險學系保險經營碩士在職專班,N 職,M 碩士,38,19,19,8,9,6,8,3,1,1,1,-,-,1,-,-,-,-,-
04123,保險及風險管理細學類,風險管理與保險學系保險經營碩士班,D 日,M 碩士,32,15,17,5,11,9,6,-,-,1,-,-,-,-,-,-,-,-,-
04123,保險及風險管理細學類,風險管理與財富規劃系,D 日,B 學士,265,116,149,18,22,22,26,33,43,22,40,-,-,-,-,-,-,21,18
04131,企業管理細學類,EMBA高階經理碩士在職學位學程,N 職,M 碩士,12,11,1,8,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,人力資源管理全英語碩士學位學程,D 日,M 碩士,53,22,31,9,11,7,9,4,9,2,2,-,-,-,-,-,-,-,-
04131,企業管理細學類,人力資源管理研究所,D 日,D 博士,68,41,27,5,6,4,7,5,2,8,5,7,3,6,3,6,1,-,-
04131,企業管理細學類,人力資源管理研究所,D 日,M 碩士,143,34,109,9,49,16,36,7,18,2,5,-,1,-,-,-,-,-,-
04131,企業管理細學類,人力資源管理研究所,N 職,M 碩士,161,39,122,10,51,15,40,12,22,1,5,1,2,-,2,-,-,-,-
04131,企業管理細學類,人力資源管理研究所亞太人力資源管理碩士在職專班,N 職,M 碩士,59,13,46,7,17,1,15,2,7,1,1,2,3,-,3,-,-,-,-
04131,企業管理細學類,工商管理學士學位學程,N 修,B 學士,171,67,104,17,28,14,24,16,25,15,24,-,-,-,-,-,-,5,3
04131,企業管理細學類,工商管理學系,D 日,M 碩士,34,18,16,8,6,5,4,5,-,-,6,-,-,-,-,-,-,-,-
04131,企業管理細學類,工商管理學系,D 日,B 學士,661,285,376,63,93,74,89,65,90,57,87,-,-,-,-,-,-,26,17
04131,企業管理細學類,文化創意產業設計與營運學系事業經營管理碩士班,D 日,M 碩士,40,7,33,2,14,3,11,-,3,1,3,-,2,1,-,-,-,-,-
04131,企業管理細學類,生技醫療經營管理碩士在職學位學程,N 職,M 碩士,38,23,15,8,7,8,6,2,-,3,-,2,2,-,-,-,-,-,-
04131,企業管理細學類,生物事業管理學系,D 日,M 碩士,14,7,7,3,4,1,2,3,1,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,生物事業管理學系,D 日,B 學士,194,90,104,24,28,23,26,21,25,20,25,-,-,-,-,-,-,2,-
04131,企業管理細學類,生物事業管理學系,P 進,B 學士,80,44,36,7,8,7,11,13,8,9,8,-,-,-,-,-,-,8,1
04131,企業管理細學類,企業經營管理系,D 日,B 學士,173,86,87,18,18,18,17,21,14,24,32,-,-,-,-,-,-,5,6
04131,企業管理細學類,企業經營管理系,N 修,B 學士,96,58,38,9,7,16,10,11,12,17,7,-,-,-,-,-,-,5,2
04131,企業管理細學類,企業經營管理系,N 修,C 學士,139,64,75,-,-,-,-,40,49,24,25,-,-,-,-,-,-,-,1
04131,企業管理細學類,企業經營管理系_現役軍人營區在職專班,N 修,B 學士,58,49,9,31,8,18,1,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業經營管理系_現役軍人營區在職專班,N 修,C 學士,88,71,17,-,-,-,-,47,13,24,4,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業電子化學位學程,D 日,B 學士,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
04131,企業管理細學類,企業管理(學)系_企業經營管理國際學生產學合作專班,D 日,B 學士,34,16,18,-,-,-,-,-,-,16,18,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系,D 日,B 學士,"10,081","3,962","6,119",931,"1,428",938,"1,465",959,"1,545",889,"1,516",-,-,-,-,-,-,245,165
04131,企業管理細學類,企業管理系,D 日,C 學士,281,63,218,-,-,-,-,26,93,37,120,-,-,-,-,-,-,-,5
04131,企業管理細學類,企業管理系,N 修,B 學士,"5,218","2,694","2,524",662,614,620,526,604,615,615,630,-,-,-,-,-,-,193,139
04131,企業管理細學類,企業管理系,N 修,C 學士,"3,060","1,428","1,632",-,-,-,-,616,789,755,810,-,-,-,-,-,-,57,33
04131,企業管理細學類,企業管理系_工商管理,D 日,B 學士,18,1,17,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_工商管理新南向產學合作專班,D 日,B 學士,21,9,12,-,-,-,-,-,-,9,12,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_化妝品製造與銷售產業碩士專班,D 日,M 碩士,10,5,5,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_文創產業創新管理產業碩士專班,D 日,M 碩士,26,12,14,5,9,7,5,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_外國學生專班,D 日,M 碩士,21,4,17,-,2,3,10,-,3,1,2,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_外國學生專班,D 日,B 學士,61,27,34,-,-,14,14,-,-,13,19,-,-,-,-,-,-,-,1
04131,企業管理細學類,企業管理系_企業經營與風險管理產業碩士專班,D 日,M 碩士,15,4,11,4,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_企業管理研究所外國學生專班,D 日,M 碩士,3,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_企業管理研究所外國學生專班,D 日,B 學士,3,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_企業管理專班,N 修,C 學士,36,12,24,-,-,-,-,-,-,10,23,-,-,-,-,-,-,2,1
04131,企業管理細學類,企業管理系_行銷流通門市服務產學攜手專班,D 日,B 學士,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2
04131,企業管理細學類,企業管理系_房地產經營與行銷管理產業碩士專班,D 日,M 碩士,14,11,3,-,-,11,3,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_香港二技專班,D 日,C 學士,2,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_家用電器經營與行銷管理產業碩士專班,D 日,M 碩士,16,14,2,-,-,14,2,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_國際學生產學合作專班,D 日,B 學士,61,10,51,10,22,-,-,-,-,-,29,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_現役軍人營區在職專班,N 職,M 碩士,112,87,25,61,16,16,6,7,3,3,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_現役軍人營區在職專班,N 修,B 學士,88,68,20,16,3,20,7,32,10,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_現役軍人營區在職專班,N 修,C 學士,684,510,174,-,-,-,-,195,76,309,97,-,-,-,-,-,-,6,1
04131,企業管理細學類,企業管理系_現役軍人營區在職專班,N 修,2 二專,297,240,57,129,30,108,26,-,-,-,-,-,-,-,-,-,-,3,1
04131,企業管理細學類,企業管理系_產學攜手流通服務業專班,D 日,B 學士,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
04131,企業管理細學類,企業管理系_連鎖餐飲管理專班,D 日,B 學士,25,10,15,-,-,-,-,10,15,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_智慧及創新營運技優領航專班,D 日,B 學士,21,6,15,6,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_智慧製造物流運籌專班,N 修,B 學士,28,18,10,18,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_越南境外四技專班,D 日,B 學士,34,13,21,-,-,-,-,-,-,13,21,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_經營管理專班,D 日,B 學士,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2
04131,企業管理細學類,企業管理系_製造業提昇廠務管理效能產業國際學生產學合作專班,D 日,B 學士,47,21,26,-,-,-,-,21,26,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_頭皮健康管理產業碩士專班,D 日,M 碩士,12,5,7,-,-,5,7,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_餐飲業經營管理僑生技職專班,D 日,B 學士,31,14,17,14,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系_雙軌訓練旗艦計畫,D 日,B 學士,34,17,17,-,-,17,17,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系EMBA在職專班,N 職,M 碩士,48,19,29,9,14,10,15,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系人力資源管理碩士在職專班,N 職,M 碩士,3,2,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系中小企業經營策略管理碩士班,D 日,M 碩士,53,29,24,9,6,12,4,6,8,2,6,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系台灣產業策略發展博士班,D 日,D 博士,40,26,14,7,4,5,3,5,3,2,4,2,-,2,-,3,-,-,-
04131,企業管理細學類,企業管理系服務業經營管理碩士在職專班,N 職,M 碩士,45,13,32,5,15,4,8,1,5,2,3,1,1,-,-,-,-,-,-
04131,企業管理細學類,企業管理系服務業經營管理碩士班,D 日,M 碩士,26,8,18,3,8,3,7,1,2,1,1,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系流通與行銷管理碩士班,D 日,M 碩士,40,19,21,8,11,6,8,5,2,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系高階產業經營碩士在職專班,N 職,M 碩士,30,15,15,3,7,5,6,-,1,5,-,1,-,1,-,-,1,-,-
04131,企業管理細學類,企業管理系高階經營管理碩士在職專班(EMBA),N 職,M 碩士,61,41,20,26,13,15,7,-,-,-,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系博士班,D 日,D 博士,130,68,62,16,16,23,10,12,13,5,12,2,3,4,1,6,7,-,-
04131,企業管理細學類,企業管理系經營管理所_境外進修學制碩士在職專班,N 職,M 碩士,3,3,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
04131,企業管理細學類,企業管理系經營管理碩士在職專班,N 職,M 碩士,134,70,64,32,36,26,24,8,1,3,3,1,-,-,-,-,-,-,-
